Name;ID;Country;Rank 3 Year;Rank 2 Year;Rank 1 Year;Rank 0 Year;Ideal Rank;Max Skill;Traits;Skill;Experience;Loyalty;Type;Picture;Start Year;End Year;x
冯·埃德曼斯多夫 ;810;GER;1942;1943;1944;1990;2;7;16;4;0;2;0;L810;1942;1999;x
冯·埃塞贝克·F. ;811;GER;1930;1930;1930;1990;1;6;512;1;0;5;0;L811;1930;1999;x
冯·法贝尔·杜·弗尔 ;812;GER;1937;1939;1990;1990;2;5;32;2;0;5;0;L812;1937;1999;x
冯·吉南特 ;813;GER;1930;1930;1940;1990;1;5;16;2;0;5;0;L813;1930;1943;x
冯·金博恩 ;814;GER;1930;1930;1990;1990;2;5;514;1;0;5;0;L814;1930;1941;x
冯·格拉芬 ;815;GER;1942;1943;1990;1990;2;5;0;2;0;5;0;L815;1942;1999;x
冯·格赖夫 ;816;GER;1930;1930;1940;1990;1;5;513;2;0;5;0;L816;1930;1942;x
冯·哈默施泰因·艾沃德·G. ;817;GER;1930;1930;1990;1990;2;5;4;2;0;5;0;L817;1930;1943;x
冯·哈斯 ;818;GER;1938;1940;1990;1990;2;5;1;2;0;5;0;L818;1938;1999;x
博赫曼 ;819;GER;1942;1944;1990;1990;2;5;0;2;0;5;0;L819;1942;1999;x
冯·海德林根 ;820;GER;1939;1941;1990;1990;2;7;32;2;0;2;0;L820;1939;1999;x
冯·亨格尔 ;821;GER;1942;1943;1944;1990;1;7;256;3;0;5;0;L821;1942;1999;x
冯·海德布兰 ;822;GER;1940;1990;1990;1990;3;4;4;1;0;5;0;L822;1940;1942;x
冯·赫兹伯格 ;823;GER;1930;1930;1990;1990;2;5;544;1;0;5;0;L823;1930;1940;x
冯·霍尔斯泰格·德欧比尼·恩格尔布卢纳 ;824;GER;1942;1990;1990;1990;3;6;32;1;0;5;0;L824;1942;1999;x
冯·耶西 ;825;GER;1942;1990;1990;1990;3;6;0;1;0;5;0;L825;1942;1999;x
冯·凯泽 ;826;GER;1930;1930;1930;1990;1;6;516;2;0;5;0;L826;1930;1941;x
冯·肯普斯基 ;827;GER;1930;1941;1946;1990;2;6;0;3;0;5;0;L827;1930;1999;x
冯·基弗 ;828;GER;1930;1942;1990;1990;3;6;544;2;0;5;0;L828;1930;1942;x
冯·基斯林·奥夫·基斯林施泰因 ;829;GER;1930;1941;1990;1990;2;5;1;2;0;5;0;L829;1930;1999;x
冯·科泽 ;830;GER;1939;1940;1990;1990;2;6;0;2;0;5;0;L830;1939;1942;x
冯·内克尔 ;831;GER;1945;1990;1990;1990;3;7;384;3;0;5;0;L831;1945;1999;x
冯·拉贝瑙 ;832;GER;1930;1937;1940;1990;1;6;2;3;0;5;0;L832;1930;1999;x
冯·罗克 ;833;GER;1930;1938;1941;1990;1;6;4;3;0;5;0;L833;1930;1943;x
冯·施罗德 ;834;GER;1930;1937;1939;1990;1;6;0;3;0;5;0;L834;1930;1941;x
冯·斯图潘格 ;835;GER;1930;1930;1940;1990;1;6;0;2;0;5;0;L835;1930;1999;x
冯·伍德·楚·格罗特 ;836;GER;1937;1939;1990;1990;2;6;0;3;0;5;0;L836;1937;1942;x
冯·伍德·楚·罗伊斯 ;837;GER;1941;1990;1990;1990;3;5;0;1;0;5;0;L837;1941;1999;x
巴肯科勒 ;838;GER;1940;1942;1943;1990;1;6;2048;3;0;5;1;L838;1940;1999;x
巴滕巴奇 ;839;GER;1938;1939;1990;1990;2;7;512;2;0;5;1;L839;1938;1943;x
巴斯蒂安 ;840;GER;1930;1930;1938;1990;1;7;0;3;0;5;1;L840;1930;1999;x
克拉森 ;841;GER;1930;1990;1990;1990;3;6;1024;1;0;5;1;L841;1930;1999;x
多斯 ;842;GER;1942;1990;1990;1990;3;5;1024;1;0;5;1;L842;1942;1999;x
艾歇尔 ;843;GER;1930;1930;1990;1990;2;6;512;1;0;5;1;L843;1930;1942;x
法贝尔 ;844;GER;1940;1990;1990;1990;3;7;8704;3;0;5;1;L844;1940;1999;x
范杰尔 ;845;GER;1938;1940;1942;1990;1;6;8192;3;0;5;1;L845;1938;1999;x
费希特尔 ;846;GER;1930;1937;1939;1990;2;6;512;3;0;5;1;L846;1930;1940;x
法伊格 ;847;GER;1930;1930;1941;1990;2;7;0;2;0;5;1;L847;1930;1942;x
弗莱舍 ;848;GER;1939;1941;1942;1990;1;6;8192;3;0;5;1;L848;1939;1999;x
弗朗茨 ;849;GER;1930;1930;1990;1990;2;4;4608;1;0;5;1;L849;1930;1999;x
弗里克 ;850;GER;1939;1941;1942;1990;1;6;1024;4;0;5;1;L850;1939;1999;x
福斯 ;851;GER;1938;1940;1942;1990;1;6;0;3;0;5;1;L851;1938;1999;x
格莱迪希 ;852;GER;1930;1930;1941;1990;2;6;8704;2;0;5;1;L852;1930;1942;x
格拉斯曼 ;853;GER;1937;1940;1990;1990;2;5;0;2;0;5;1;L853;1937;1943;x
汉森 ;854;GER;1930;1930;1941;1990;1;6;512;2;0;5;1;L854;1930;1943;x
霍利克 ;855;GER;1930;1990;1990;1990;3;5;512;1;0;5;1;L855;1930;1943;x
伊森达尔 ;856;GER;1930;1990;1990;1990;3;7;512;1;0;5;1;L856;1930;1943;x
克拉岑贝格 ;857;GER;1943;1990;1990;1990;3;6;1024;1;0;5;1;L857;1943;1999;x
克劳泽 ;858;GER;1939;1942;1990;1990;2;5;1024;2;0;5;1;L858;1939;1999;x
奎勒 ;859;GER;1930;1990;1990;1990;3;7;8704;1;0;5;1;L859;1930;1942;x
科勒尔 ;860;GER;1943;1990;1990;1990;3;5;8192;1;0;5;1;L860;1943;1999;x
林道 ;861;GER;1930;1937;1941;1990;2;6;0;3;0;5;1;L861;1930;1942;x
罗曼 ;862;GER;1940;1942;1990;1990;2;5;0;2;0;5;1;L862;1940;1999;x
吕措夫 ;863;GER;1930;1943;1990;1990;2;6;512;2;0;5;1;L863;1930;1999;x
马肯斯 ;864;GER;1942;1944;1990;1990;2;5;4096;2;0;5;1;L864;1942;1999;x
门德森·博肯 ;865;GER;1943;1944;1990;1990;2;5;0;2;0;5;1;L865;1943;1999;x
曼彻 ;866;GER;1930;1990;1990;1990;3;6;2560;1;0;5;1;L866;1930;1999;x
梅维斯 ;867;GER;1937;1939;1942;1990;2;6;0;3;0;5;1;L867;1937;1943;x
米歇尔斯 ;868;GER;1941;1943;1990;1990;2;6;1024;2;0;5;1;L868;1941;1999;x
涅曼 ;869;GER;1941;1990;1990;1990;3;7;1024;1;0;5;1;L869;1941;1999;x
阿尔布雷克特 ;870;GER;1941;1943;1990;1990;2;5;0;2;0;5;1;L870;1941;1999;x
普伦泽尔 ;871;GER;1930;1930;1938;1990;1;5;0;2;0;5;1;L871;1930;1999;x
拉米恩 ;872;GER;1937;1990;1990;1990;3;6;0;1;0;5;1;L872;1937;1939;x
舒尔茨 ;873;GER;1930;1930;1930;1942;1;7;4608;2;0;5;1;L873;1930;1943;x
希斯勒尔 ;874;GER;1939;1942;1990;1990;2;5;0;2;0;5;1;L874;1939;1999;x
斯塔克 ;875;GER;1930;1990;1990;1990;3;7;0;1;0;5;1;L875;1930;1941;x
斯特林格 ;876;GER;1940;1942;1990;1990;2;7;0;2;0;5;1;L876;1940;1999;x
斯托布拉瑟 ;877;GER;1930;1930;1990;1990;2;4;8192;1;0;5;1;L877;1930;1943;x
提勒森 ;878;GER;1930;1930;1930;1990;1;7;0;2;0;5;1;L878;1930;1999;x
乌特克 ;879;GER;1942;1944;1990;1990;2;5;8192;2;0;5;1;L879;1942;1999;x
冯·德姆·博尔内 ;880;GER;1940;1942;1990;1990;2;5;0;2;0;5;1;L880;1940;1999;x
冯·格森 ;881;GER;1930;1930;1941;1990;2;5;512;2;0;5;1;L881;1930;1942;x
冯·海姆堡 ;882;GER;1939;1942;1990;1990;2;5;1024;2;0;5;1;L882;1939;1999;x
冯·亨宁 ;883;GER;1930;1990;1990;1990;3;5;512;1;0;5;1;L883;1930;1999;x
冯·诺德克 ;884;GER;1930;1937;1940;1990;1;6;1024;3;0;5;1;L884;1930;1943;x
冯·萨尔扎 ;885;GER;1939;1990;1990;1990;3;5;4096;1;0;5;1;L885;1939;1943;x
冯·施拉德 ;886;GER;1937;1939;1942;1990;1;7;8192;3;0;5;1;L886;1937;1999;x
冯·施罗德 ;887;GER;1930;1937;1990;1990;2;5;0;2;0;5;1;L887;1930;1999;x
冯·施魏尼茨 ;888;GER;1941;1990;1990;1990;3;6;0;1;0;5;1;L888;1941;1999;x
冯·舒马赫 ;889;GER;1938;1941;1990;1990;2;5;0;2;0;5;1;L889;1938;1999;x
冯·托塔 ;890;GER;1942;1990;1990;1990;3;6;1024;1;0;5;1;L890;1942;1999;x
瓦季卡 ;891;GER;1938;1941;1942;1944;0;8;8192;4;0;5;1;L891;1938;1999;x
瓦斯勒 ;892;GER;1930;1990;1990;1990;3;6;0;1;0;5;1;L892;1930;1938;x
韦特 ;893;GER;1930;1930;1990;1990;2;4;512;1;0;5;1;L893;1930;1942;x
沃尔夫 ;894;GER;1930;1941;1990;1990;2;7;1024;2;0;5;1;L894;1930;1999;x
沃兰克 ;895;GER;1941;1990;1990;1990;3;6;2048;1;0;5;1;L895;1941;1999;x
沃姆巴赫 ;896;GER;1940;1942;1944;1990;1;6;8192;3;0;5;1;L896;1940;1999;x
维夫林格 ;897;GER;1930;1939;1990;1990;2;6;512;2;0;5;1;L897;1930;1943;x
齐格尔 ;898;GER;1937;1940;1942;1990;1;7;0;3;0;5;1;L898;1937;1999;x
奥伯内特 ;899;GER;1938;1990;1990;1990;3;6;0;1;0;5;2;L899;1938;1940;x
奥尔托 ;900;GER;1944;1990;1990;1990;3;6;8192;1;0;5;2;L900;1944;1999;x
奥格斯坦 ;901;GER;1941;1943;1990;1990;2;5;16384;2;0;5;2;L901;1941;1999;x
阿申布伦纳 ;902;GER;1942;1944;1990;1990;2;7;65536;2;0;5;2;L902;1942;1999;x
班瑟 ;903;GER;1942;1990;1990;1990;3;6;8192;1;0;5;2;L903;1942;1999;x
巴尔伦 ;904;GER;1939;1941;1944;1990;2;6;0;3;0;5;2;L904;1939;1999;x
鲍尔·德·贝塔兹 ;905;GER;1941;1943;1990;1990;2;5;4096;2;0;5;2;L905;1941;1999;x
贝伦特 ;906;GER;1941;1943;1990;1990;2;5;32768;2;0;5;2;L906;1941;1999;x
德兰斯菲尔德 ;907;GER;1930;1938;1940;1990;1;6;0;3;0;5;2;L907;1930;1943;x
杜尔斯特林格 ;908;GER;1939;1940;1942;1990;1;8;16384;4;0;5;2;L908;1939;1999;x
法赫内特 ;909;GER;1938;1940;1945;1990;2;6;0;3;0;5;2;L909;1938;1999;x
芬克 ;910;GER;1940;1942;1944;1990;1;6;0;3;0;5;2;L910;1940;1999;x
菲舍尔 ;911;GER;1939;1940;1942;1990;1;6;8192;3;0;5;2;L911;1939;1999;x
费舍尔 ;912;GER;1938;1990;1990;1990;3;6;4096;1;0;5;2;L912;1938;1940;x
弗洛里希 ;913;GER;1940;1942;1943;1990;1;6;32768;3;0;5;2;L913;1940;1999;x
弗尔斯特 ;914;GER;1938;1940;1941;1990;1;6;0;3;0;5;2;L914;1938;1999;x
修特勒 ;915;GER;1941;1943;1945;1990;2;6;8192;3;0;5;2;L915;1941;1999;x
格拉斯曼 ;916;GER;1944;1990;1990;1990;3;6;4096;1;0;5;2;L916;1944;1999;x
阿内斯 ;917;GER;1940;1942;1944;1990;1;6;0;3;0;5;2;L917;1940;1999;x
哈姆扬茨 ;918;GER;1939;1940;1942;1990;1;6;0;3;0;5;2;L918;1939;1999;x
海宁布鲁纳 ;919;GER;1939;1940;1941;1946;1;7;65536;4;0;5;2;L919;1939;1999;x
希尔施豪尔 ;920;GER;1930;1938;1939;1990;1;6;0;3;0;5;2;L920;1930;1999;x
希兹霍尔德 ;921;GER;1945;1990;1990;1990;3;7;16384;1;0;5;2;L921;1945;1999;x
霍姆伯格 ;922;GER;1940;1945;1990;1990;2;5;0;2;0;5;2;L922;1940;1999;x
亨内特 ;923;GER;1939;1940;1990;1990;2;5;8192;2;0;5;2;L923;1939;1942;x
凯斯勒 ;924;GER;1939;1941;1944;1990;1;6;32768;3;0;5;2;L924;1939;1999;x
基青格 ;925;GER;1930;1938;1939;1946;1;7;0;4;0;5;2;L925;1930;1999;x
克勒普克 ;926;GER;1930;1937;1939;1990;1;6;4096;3;0;5;2;L926;1930;1943;x
克瑙斯 ;927;GER;1940;1942;1944;1990;1;6;0;3;0;5;2;L927;1940;1999;x
克罗克 ;928;GER;1939;1941;1990;1990;2;5;0;2;0;5;2;L928;1939;1999;x
库恩 ;929;GER;1942;1990;1990;1990;3;5;0;1;0;5;2;L929;1942;1999;x
库尔 ;930;GER;1930;1938;1939;1990;1;6;65536;3;0;5;2;L930;1930;1943;x
伦茨奇 ;931;GER;1930;1938;1990;1990;2;5;32768;2;0;5;2;L931;1930;1943;x
曼克 ;932;GER;1939;1940;1943;1990;1;6;4096;3;0;5;2;L932;1939;1999;x
迈尔 ;933;GER;1937;1939;1941;1990;1;7;8192;3;0;5;2;L933;1937;1999;x
莫尔 ;934;GER;1938;1939;1941;1990;1;6;0;3;0;5;2;L934;1938;1999;x
穆勒 ;935;GER;1939;1942;1944;1990;1;6;8192;3;0;5;2;L935;1939;1999;x
穆勒·米希尔斯 ;936;GER;1930;1937;1990;1990;2;7;0;2;0;5;2;L936;1930;1943;x
奎德 ;937;GER;1930;1938;1940;1990;1;5;0;3;0;5;2;L937;1930;1999;x
里克 ;938;GER;1941;1943;1945;1990;1;6;0;3;0;5;2;L938;1941;1999;x
里特尔 ;939;GER;1939;1940;1942;1990;1;6;131072;3;0;5;2;L939;1939;1999;x
罗恩 ;940;GER;1942;1945;1990;1990;2;5;8192;2;0;5;2;L940;1942;1999;x
鲁特尔 ;941;GER;1939;1990;1990;1990;3;7;32768;1;0;5;2;L941;1939;1999;x
施密特·A. ;942;GER;1938;1940;1941;1990;1;7;0;3;0;5;2;L942;1938;1999;x
施密特·H. ;943;GER;1937;1939;1941;1990;1;6;0;3;0;5;2;L943;1937;1999;x
施图尔特赫斯 ;944;GER;1941;1943;1990;1990;2;7;16384;2;0;5;2;L944;1941;1999;x
舒尔茨 ;945;GER;1939;1940;1942;1990;1;6;0;3;0;5;2;L945;1939;1999;x
施瓦贝迪森 ;946;GER;1940;1942;1990;1990;2;5;0;2;0;5;2;L946;1940;1999;x
施瓦茨科普夫 ;947;GER;1938;1990;1990;1990;3;8;16384;1;0;5;2;L947;1938;1940;x
施韦斯 ;948;GER;1939;1940;1990;1990;2;7;8192;2;0;5;2;L948;1939;1943;x
施伯 ;949;GER;1939;1940;1942;1990;1;6;131072;3;0;5;2;L949;1939;1999;x
亚伯拉罕 ;950;GER;1939;1940;1942;1990;1;7;0;4;0;5;2;L950;1939;1999;x
佐默 ;951;GER;1938;1940;1990;1990;2;5;16384;2;0;5;2;L951;1938;1999;x
维尔林 ;952;GER;1939;1940;1942;1990;1;6;0;3;0;5;2;L952;1939;1999;x
福格特·路什科威 ;953;GER;1943;1990;1990;1990;3;4;0;1;0;5;2;L953;1943;1999;x
冯·阿斯菲尔德 ;954;GER;1939;1941;1990;1990;2;7;0;2;0;5;2;L954;1939;1999;x
冯·德·列特·汤姆森 ;955;GER;1930;1930;1939;1990;1;5;8192;2;0;5;2;L955;1930;1942;x
冯·多林 ;956;GER;1940;1941;1990;1990;2;6;4096;2;0;5;2;L956;1940;1999;x
冯·曼恩·楚·泰勒克勒 ;957;GER;1939;1940;1990;1990;2;5;32768;2;0;5;2;L957;1939;1999;x
冯·维尔德 ;958;GER;1945;1990;1990;1990;3;8;0;3;0;5;2;L958;1945;1999;x
维克 ;959;GER;1938;1940;1942;1990;2;7;0;3;0;5;2;L959;1938;1943;x
魏甘德 ;960;GER;1939;1940;1990;1990;2;5;0;2;0;5;2;L960;1939;1999;x
赞德 ;961;GER;1930;1930;1930;1990;1;7;131072;1;0;5;2;L961;1930;1943;x
佐赫 ;962;GER;1940;1942;1990;1990;2;8;0;3;0;5;2;L962;1940;1999;x
施滕佩尔 ;963;GER;1939;1942;1990;1990;2;6;8;2;0;5;0;L963;1939;1943;x
谢罗梅尔 ;964;GER;1940;1942;1990;1990;2;7;5;2;0;5;0;L964;1940;1942;x
桑内 ;965;GER;1941;1942;1990;1990;2;8;257;2;0;5;0;L965;1941;1999;x
斯坦因梅茨 ;966;GER;1942;1944;1990;1990;3;5;0;2;0;5;0;L966;1942;1999;x
拉特曼 ;967;GER;1943;1990;1990;1990;3;6;128;1;0;5;0;L967;1943;1999;x
冯·伦斯基 ;968;GER;1940;1943;1990;1990;3;7;129;2;0;5;0;L968;1940;1999;x
冯·兰道 ;969;GER;1939;1942;1990;1990;3;8;129;4;0;5;0;L969;1939;1942;x
希尔德布兰特 ;970;GER;1942;1944;1990;1990;3;6;128;2;0;5;0;L970;1942;1999;x
冯·许尔森 ;971;GER;1941;1990;1990;1990;3;6;128;1;0;5;0;L971;1941;1943;x
鲁尔曼恩 ;972;GER;1941;1990;1990;1990;3;6;0;1;0;5;0;L972;1941;1999;x
维特 ;973;GER;1939;1942;1990;1990;2;7;4;2;0;5;0;L973;1939;1999;x
冯·斯波纳克 ;974;GER;1940;1943;1990;1990;2;7;132;2;0;5;0;L974;1940;1999;x
克劳泽 ;975;GER;1942;1990;1990;1990;3;6;0;1;0;5;0;L975;1942;1999;x
纽曼·西尔科夫 ;976;GER;1938;1941;1990;1990;3;7;128;2;0;5;0;L976;1938;1941;x
冯·布罗伊希 ;977;GER;1941;1943;1990;1990;2;6;257;2;0;5;0;L977;1941;1999;x
博罗维茨 ;978;GER;1940;1943;1990;1990;3;6;128;2;0;5;0;L978;1940;1999;x
德格雷勒 ;979;GER;1943;1990;1990;1990;3;6;10;2;0;5;0;M511001;1943;1999;x
普奥德 ;980;GER;1943;1990;1990;1990;3;6;6;1;0;5;0;L980;1943;1999;x
克鲁肯贝格 ;981;GER;1943;1990;1990;1990;3;8;3;3;0;5;0;L981;1943;1999;x
拜尔·F. ;982;GER;1942;1943;1990;1990;2;6;6;2;0;5;0;L982;1942;1999;x
克斯特林 ;984;GER;1930;1937;1940;1990;2;6;516;3;0;5;0;L984;1930;1999;x
冯·科茨弗雷希 ;985;GER;1937;1939;1990;1990;2;6;6;2;0;5;0;L985;1937;1999;x
卡尔曼 ;986;GER;1942;1943;1990;1990;2;5;2;2;0;5;0;L986;1942;1999;x
冯·朗格曼·文特·埃尔伦坎普 ;987;GER;1940;1942;1990;1990;3;7;132;2;0;5;0;L987;1940;1942;x
阿尔里希特 ;989;GER;1941;1943;1990;1990;1;6;4;2;0;5;0;L989;1941;1999;x
冯·阿曼 ;990;GER;1930;1942;1990;1990;3;5;578;2;0;5;0;L990;1930;1943;x
巴汀斯基 ;991;GER;1942;1943;1990;1990;2;5;3;2;0;5;0;L991;1942;1999;x
巴姆勒 ;992;GER;1942;1943;1990;1990;3;4;0;2;0;5;0;L992;1942;1999;x
维恩博格 ;993;GER;1941;1942;1943;1990;1;7;132;4;0;5;0;L993;1941;1999;x
坎默尔霍夫 ;994;GER;1941;1943;1990;1990;3;6;4;2;0;5;0;L994;1941;1999;x
镐尔 ;995;GER;1937;1941;1990;1990;2;6;5;2;0;5;0;L995;1937;1999;x
摩德 ;996;GER;1930;1930;1990;1990;2;6;4;1;0;5;0;L996;1930;1942;x
肖尔茨·冯·雷兰茨 ;997;GER;1941;1944;1990;1990;3;6;260;2;0;5;0;L997;1941;1999;x
魏斯曼 ;482;GER;1939;1940;1942;1990;2;7;8192;3;0;5;2;L482;1939;1999;x
